"","module_name","module_id","module_type","label","type","type_id","parameter_id","fleet_name","age","length","time","initial","log_like","log_like_cv","estimation_type"
"2918",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2919",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2920",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2921",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2922",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2923",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2924",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2925",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2926",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2927",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2928",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2929",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2930",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2931",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2932",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2933",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2934",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2935",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2936",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2937",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2938",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2939",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2940",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2941",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2942",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2943",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2944",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2945",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2946",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2947",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2948",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2949",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2950",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2951",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2952",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2953",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2954",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2955",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2956",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2957",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2958",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2959",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2960",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2961",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2962",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2963",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2964",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2965",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2966",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2967",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2968",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2969",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2970",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2971",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2972",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2973",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2974",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2975",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2976",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2977",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2978",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2979",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2980",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2981",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2982",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2983",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2984",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2985",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2986",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2987",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2988",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2989",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2990",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2991",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2992",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2993",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2994",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2995",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2996",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2997",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2998",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2999",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3000",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3001",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3002",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3003",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3004",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3005",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3006",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3007",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3008",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3009",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3010",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3011",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3012",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3013",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3014",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3015",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3016",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3017",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3018",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3019",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3020",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3021",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3022",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3023",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3024",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3025",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3026",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3027",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3028",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3029",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3030",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3031",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3032",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3033",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3034",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3035",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3036",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3037",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3038",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3039",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3040",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3041",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3042",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3043",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3044",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3045",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3046",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3047",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3048",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3049",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3050",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3051",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3052",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3053",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3054",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3055",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3056",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3057",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3058",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3059",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3060",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3061",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3062",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3063",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3064",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3065",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3066",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3067",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3068",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3069",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3070",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3071",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3072",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3073",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3074",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3075",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3076",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3077",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3078",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3079",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3080",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3081",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3082",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3083",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3084",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3085",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3086",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3087",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3088",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3089",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3090",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3091",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3092",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3093",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3094",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3095",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3096",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3097",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3098",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3099",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3100",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3101",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3102",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3103",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3104",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3105",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3106",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3107",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3108",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3109",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3110",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3111",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3112",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3113",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3114",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3115",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3116",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3117",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3118",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3119",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3120",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3121",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3122",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3123",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3124",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3125",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3126",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3127",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3128",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3129",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3130",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3131",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3132",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3133",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3134",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3135",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3136",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3137",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3138",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3139",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3140",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3141",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3142",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3143",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3144",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3145",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3146",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3147",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3148",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3149",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3150",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3151",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3152",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3153",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3154",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3155",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3156",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3157",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
